"Date","Provider_Type","Category","Complaints"
"06/21/2024","Primary","Service - Late Pickup","8"
"06/21/2024","Primary","Driver","19"
"06/20/2024","Primary","Service - Late Pickup","11"
"06/20/2024","Primary","Driver","8"
"06/20/2024","Other/Unidentified Provider","Service - Late Pickup","1"
"06/20/2024","Other/Unidentified Provider","Driver","3"
"06/20/2024","Non-Transportation","Travel Services (Same Day)","7"
"06/20/2024","Non-Transportation","Travel Planning (Res)","4"
"06/20/2024","Non-Transportation","Scheduling","3"
"06/20/2024","Non-Transportation","Policy","13"
"06/20/2024","Non-Transportation","IT/Technology","6"
"06/20/2024","Non-Transportation","Eligibility","5"
"06/20/2024","Other/Unidentified Provider","Service - No Shows","3"
"06/20/2024","Non-Transportation","Customer Relations","1"
"06/20/2024","Non-Transportation","Customer","9"
"06/20/2024","Supplemental","Vehicles","2"
"06/20/2024","Supplemental","Service - Ride Time","1"
"06/20/2024","Supplemental","Service - Other","1"
"06/20/2024","Supplemental","Service - No Shows","3"
"06/20/2024","Supplemental","Service - Late Pickup","1"
"06/20/2024","Supplemental","Driver","3"
"06/20/2024","Broker","Vehicles","1"
"06/20/2024","Broker","Service - Ride Time","10"
"06/20/2024","Broker","Service - Other","5"
"06/20/2024","Broker","Service - No Shows","28"
"06/20/2024","Broker","Service - Late Pickup","12"
"06/20/2024","Broker","Driver","45"
"06/20/2024","Primary","Vehicles","5"
"06/20/2024","Primary","Service - Ride Time","6"
"06/20/2024","Primary","Service - No Shows","21"
"06/19/2024","Broker","Service - Ride Time","1"
"06/19/2024","Primary","Driver","1"
"06/19/2024","Other/Unidentified Provider","Driver","2"
"06/19/2024","Non-Transportation","Travel Planning (Res)","1"
"06/19/2024","Non-Transportation","Policy","2"
"06/19/2024","Primary","Vehicles","1"
"06/19/2024","Broker","Driver","4"
"06/18/2024","Broker","Service - Other","9"
"06/18/2024","Other/Unidentified Provider","Service - Ride Time","1"
"06/18/2024","Other/Unidentified Provider","Service - No Shows","2"
"06/18/2024","Other/Unidentified Provider","Driver","5"
"06/18/2024","Non-Transportation","Travel Services (Same Day)","4"
"06/18/2024","Non-Transportation","Travel Planning (Res)","9"
"06/18/2024","Non-Transportation","Scheduling","3"
"06/18/2024","Non-Transportation","Policy","5"
"06/18/2024","Non-Transportation","IT/Technology","2"
"06/18/2024","Non-Transportation","Customer","15"
"06/18/2024","Supplemental","Vehicles","4"
"06/18/2024","Supplemental","Service - No Shows","2"
"06/18/2024","Supplemental","Driver","3"
"06/18/2024","Broker","Vehicles","3"
"06/18/2024","Broker","Service - Ride Time","15"
"06/18/2024","Broker","Service - No Shows","21"
"06/18/2024","Broker","Service - Late Pickup","11"
"06/18/2024","Broker","Driver","46"
"06/18/2024","Primary","Vehicles","1"
"06/18/2024","Primary","Service - Ride Time","5"
"06/18/2024","Primary","Service - Other","4"
"06/18/2024","Primary","Service - No Shows","22"
"06/18/2024","Primary","Service - Late Pickup","9"
"06/18/2024","Primary","Driver","13"
"06/17/2024","Primary","Driver","7"
"06/17/2024","Other/Unidentified Provider","Service - No Shows","3"
"06/17/2024","Other/Unidentified Provider","Driver","1"
"06/17/2024","Non-Transportation","Travel Services (Same Day)","15"
"06/17/2024","Non-Transportation","Travel Planning (Res)","11"
"06/17/2024","Non-Transportation","Scheduling","5"
"06/17/2024","Non-Transportation","Policy","9"
"06/17/2024","Non-Transportation","IT/Technology","5"
"06/17/2024","Non-Transportation","Eligibility","3"
"06/17/2024","Non-Transportation","Customer","9"
"06/17/2024","Supplemental","Service - Ride Time","2"
"06/17/2024","Supplemental","Service - No Shows","3"
"06/17/2024","Supplemental","Driver","4"
"06/17/2024","Broker","Service - Ride Time","8"
"06/17/2024","Broker","Service - Other","6"
"06/17/2024","Broker","Service - No Shows","52"
"06/17/2024","Broker","Service - Late Pickup","9"
"06/17/2024","Broker","Driver","42"
"06/17/2024","Primary","Vehicles","1"
"06/17/2024","Primary","Service - Ride Time","7"
"06/17/2024","Primary","Service - Other","1"
"06/17/2024","Primary","Service - No Shows","21"
"06/17/2024","Primary","Service - Late Pickup","9"
"06/16/2024","Primary","Service - Late Pickup","1"
"06/16/2024","Non-Transportation","Travel Planning (Res)","1"
"06/16/2024","Non-Transportation","IT/Technology","1"
"06/16/2024","Non-Transportation","Customer","1"
"06/16/2024","Broker","Service - No Shows","1"
"06/16/2024","Primary","Driver","1"
"06/15/2024","Broker","Driver","1"
"06/15/2024","Non-Transportation","Travel Planning (Res)","2"
"06/15/2024","Non-Transportation","IT/Technology","1"
"06/15/2024","Broker","Service - No Shows","1"
"06/15/2024","Broker","Service - Late Pickup","1"
"06/15/2024","Primary","Service - No Shows","1"
"06/14/2024","Broker","Service - Ride Time","10"
"06/14/2024","Other/Unidentified Provider","Service - Ride Time","1"
"06/14/2024","Other/Unidentified Provider","Driver","1"
"06/14/2024","Non-Transportation","Travel Services (Same Day)","6"
"06/14/2024","Non-Transportation","Travel Planning (Res)","7"
"06/14/2024","Non-Transportation","Scheduling","2"
"06/14/2024","Non-Transportation","Policy","11"
"06/14/2024","Non-Transportation","IT/Technology","1"
"06/14/2024","Non-Transportation","Customer","9"
"06/14/2024","E-Hail","Driver","1"
"06/14/2024","Supplemental","Vehicles","2"
"06/14/2024","Supplemental","Service - Ride Time","1"
"06/14/2024","Supplemental","Service - Other","1"
"06/14/2024","Supplemental","Service - No Shows","2"
"06/14/2024","Supplemental","Driver","1"
"06/14/2024","Broker","Vehicles","4"
"06/14/2024","Broker","Service - Other","5"
"06/14/2024","Broker","Service - No Shows","22"
"06/14/2024","Broker","Service - Late Pickup","2"
"06/14/2024","Broker","Driver","28"
"06/14/2024","Primary","Vehicles","3"
"06/14/2024","Primary","Service - Ride Time","3"
"06/14/2024","Primary","Service - No Shows","14"
"06/14/2024","Primary","Service - Late Pickup","1"
"06/14/2024","Primary","Driver","10"
"06/13/2024","Primary","Service - Late Pickup","12"
"06/13/2024","Other/Unidentified Provider","Service - Ride Time","1"
"06/13/2024","Non-Transportation","Travel Services (Same Day)","7"
"06/13/2024","Non-Transportation","Travel Planning (Res)","1"
"06/13/2024","Non-Transportation","Scheduling","3"
"06/13/2024","Non-Transportation","Policy","13"
"06/13/2024","Non-Transportation","IT/Technology","1"
"06/13/2024","Non-Transportation","Eligibility","1"
"06/13/2024","Non-Transportation","Customer Relations","1"
"06/13/2024","Non-Transportation","Customer","4"
"06/13/2024","Supplemental","Vehicles","1"
"06/13/2024","Supplemental","Service - No Shows","3"
"06/13/2024","Supplemental","Service - Late Pickup","2"
"06/13/2024","Supplemental","Driver","4"
"06/13/2024","Primary","Driver","9"
"06/13/2024","Broker","Vehicles","4"
"06/13/2024","Broker","Service - Ride Time","14"
"06/13/2024","Broker","Service - Other","6"
"06/13/2024","Broker","Service - No Shows","19"
"06/13/2024","Broker","Driver","39"
"06/13/2024","Primary","Vehicles","2"
"06/13/2024","Primary","Service - Ride Time","4"
"06/13/2024","Primary","Service - No Shows","22"
"06/12/2024","Primary","Vehicles","3"
"06/12/2024","Other/Unidentified Provider","Service - No Shows","2"
"06/12/2024","Other/Unidentified Provider","Driver","1"
"06/12/2024","Non-Transportation","Travel Services (Same Day)","2"
"06/12/2024","Non-Transportation","Travel Planning (Res)","3"
"06/12/2024","Non-Transportation","Scheduling","3"
"06/12/2024","Non-Transportation","Policy","10"
"06/12/2024","Non-Transportation","IT/Technology","6"
"06/12/2024","Non-Transportation","Customer","10"
"06/12/2024","Supplemental","Vehicles","1"
"06/12/2024","Supplemental","Service - No Shows","2"
"06/12/2024","Supplemental","Service - Late Pickup","2"
"06/12/2024","Supplemental","Driver","3"
"06/12/2024","Broker","Vehicles","2"
"06/12/2024","Broker","Service - Ride Time","8"
"06/12/2024","Broker","Service - Other","3"
"06/12/2024","Broker","Service - No Shows","16"
"06/12/2024","Broker","Service - Late Pickup","5"
"06/12/2024","Broker","Driver","30"
"06/12/2024","Primary","Service - Ride Time","11"
"06/12/2024","Primary","Service - No Shows","13"
"06/12/2024","Primary","Service - Late Pickup","7"
"06/12/2024","Primary","Driver","15"
"06/11/2024","Supplemental","Service - Ride Time","3"
"06/11/2024","Other/Unidentified Provider","Driver","2"
"06/11/2024","Non-Transportation","Travel Services (Same Day)","5"
"06/11/2024","Non-Transportation","Travel Planning (Res)","6"
"06/11/2024","Non-Transportation","Scheduling","2"
"06/11/2024","Non-Transportation","Policy","8"
"06/11/2024","Non-Transportation","IT/Technology","6"
"06/11/2024","Non-Transportation","Eligibility","2"
"06/11/2024","Non-Transportation","Customer Relations","1"
"06/11/2024","Non-Transportation","Customer","6"
"06/11/2024","Supplemental","Service - No Shows","3"
"06/11/2024","Supplemental","Driver","3"
"06/11/2024","Broker","Service - Ride Time","8"
"06/11/2024","Broker","Service - Other","7"
"06/11/2024","Broker","Service - No Shows","25"
"06/11/2024","Broker","Service - Late Pickup","10"
"06/11/2024","Broker","Driver","45"
"06/11/2024","Primary","Service - Ride Time","5"
"06/11/2024","Primary","Service - Other","1"
"06/11/2024","Primary","Service - No Shows","15"
"06/11/2024","Primary","Service - Late Pickup","9"
"06/11/2024","Primary","Driver","15"
"06/10/2024","Primary","Service - Late Pickup","12"
"06/10/2024","Other/Unidentified Provider","Driver","2"
"06/10/2024","Non-Transportation","Travel Services (Same Day)","12"
"06/10/2024","Non-Transportation","Travel Planning (Res)","5"
"06/10/2024","Non-Transportation","Policy","16"
"06/10/2024","Non-Transportation","Other","1"
"06/10/2024","Non-Transportation","IT/Technology","2"
"06/10/2024","Non-Transportation","Eligibility","2"
"06/10/2024","Non-Transportation","Customer","8"
"06/10/2024","Supplemental","Service - Ride Time","3"
"06/10/2024","Primary","Driver","9"
"06/10/2024","Supplemental","Service - No Shows","4"
"06/10/2024","Supplemental","Driver","2"
"06/10/2024","Broker","Vehicles","1"
"06/10/2024","Broker","Service - Ride Time","9"
"06/10/2024","Broker","Service - Other","5"
"06/10/2024","Broker","Service - No Shows","26"
"06/10/2024","Broker","Service - Late Pickup","6"
"06/10/2024","Broker","Driver","46"
"06/10/2024","Primary","Service - Ride Time","10"
"06/10/2024","Primary","Service - Other","2"
"06/10/2024","Primary","Service - No Shows","29"
"06/09/2024","Primary","Driver","1"
"06/09/2024","Non-Transportation","Policy","1"
"06/09/2024","Non-Transportation","IT/Technology","1"
"06/09/2024","Broker","Service - Late Pickup","2"
"06/09/2024","Broker","Driver","1"
"06/08/2024","Primary","Vehicles","1"
"06/08/2024","Non-Transportation","Customer","1"
"06/08/2024","Broker","Driver","1"
"06/07/2024","Non-Transportation","Travel Services (Same Day)","5"
"06/07/2024","Non-Transportation","Travel Planning (Res)","6"
"06/07/2024","Non-Transportation","Scheduling","2"
"06/07/2024","Non-Transportation","Policy","8"
"06/07/2024","Non-Transportation","IT/Technology","10"
"06/07/2024","Non-Transportation","Customer","6"
"06/07/2024","Supplemental","Service - Ride Time","1"
"06/07/2024","Other/Unidentified Provider","Vehicles","1"
"06/07/2024","Other/Unidentified Provider","Driver","3"
"06/07/2024","Supplemental","Service - Other","1"
"06/07/2024","Supplemental","Service - No Shows","3"
"06/07/2024","Supplemental","Service - Late Pickup","2"
"06/07/2024","Supplemental","Driver","2"
"06/07/2024","Broker","Service - Ride Time","9"
"06/07/2024","Broker","Service - Other","3"
"06/07/2024","Broker","Service - No Shows","15"
"06/07/2024","Broker","Service - Late Pickup","8"
"06/07/2024","Broker","Driver","34"
"06/07/2024","Primary","Vehicles","1"
"06/07/2024","Primary","Service - Ride Time","5"
"06/07/2024","Primary","Service - No Shows","15"
"06/07/2024","Primary","Service - Late Pickup","9"
"06/07/2024","Primary","Driver","9"
"06/06/2024","Primary","Service - Ride Time","11"
"06/06/2024","Other/Unidentified Provider","Driver","1"
"06/06/2024","Non-Transportation","Travel Services (Same Day)","4"
"06/06/2024","Non-Transportation","Travel Planning (Res)","4"
"06/06/2024","Non-Transportation","Scheduling","1"
"06/06/2024","Non-Transportation","Policy","10"
"06/06/2024","Non-Transportation","IT/Technology","1"
"06/06/2024","Non-Transportation","Eligibility","2"
"06/06/2024","Non-Transportation","Customer","5"
"06/06/2024","Primary","Service - No Shows","18"
"06/06/2024","E-Hail","Driver","1"
"06/06/2024","Supplemental","Service - No Shows","2"
"06/06/2024","Supplemental","Service - Late Pickup","1"
"06/06/2024","Supplemental","Driver","1"
"06/06/2024","Broker","Vehicles","3"
"06/06/2024","Primary","Driver","10"
"06/06/2024","Broker","Service - Ride Time","13"
"06/06/2024","Broker","Service - Other","11"
"06/06/2024","Broker","Service - No Shows","17"
"06/06/2024","Broker","Service - Late Pickup","6"
"06/06/2024","Primary","Service - Late Pickup","3"
"06/06/2024","Broker","Driver","50"
"06/06/2024","Primary","Vehicles","2"
"06/05/2024","Broker","Service - Other","9"
"06/05/2024","Other/Unidentified Provider","Service - Other","1"
"06/05/2024","Other/Unidentified Provider","Service - No Shows","1"
"06/05/2024","Non-Transportation","Travel Services (Same Day)","2"
"06/05/2024","Non-Transportation","Travel Planning (Res)","4"
"06/05/2024","Non-Transportation","Policy","11"
"06/05/2024","Non-Transportation","IT/Technology","6"
"06/05/2024","Non-Transportation","Customer Relations","1"
"06/05/2024","Non-Transportation","Customer","6"
"06/05/2024","Supplemental","Service - Ride Time","4"
"06/05/2024","Supplemental","Service - No Shows","4"
"06/05/2024","Supplemental","Service - Late Pickup","2"
"06/05/2024","Supplemental","Driver","1"
"06/05/2024","Broker","Vehicles","1"
"06/05/2024","Broker","Service - Ride Time","25"
"06/05/2024","Broker","Service - No Shows","20"
"06/05/2024","Broker","Service - Late Pickup","6"
"06/05/2024","Broker","Driver","51"
"06/05/2024","Primary","Service - Ride Time","12"
"06/05/2024","Primary","Service - Other","1"
"06/05/2024","Primary","Service - No Shows","29"
"06/05/2024","Primary","Service - Late Pickup","10"
"06/05/2024","Primary","Driver","7"
"06/04/2024","Primary","Driver","3"
"06/04/2024","Other/Unidentified Provider","Driver","4"
"06/04/2024","Non-Transportation","Travel Services (Same Day)","10"
"06/04/2024","Non-Transportation","Travel Planning (Res)","6"
"06/04/2024","Non-Transportation","Scheduling","2"
"06/04/2024","Non-Transportation","Policy","14"
"06/04/2024","Non-Transportation","IT/Technology","3"
"06/04/2024","Non-Transportation","Customer","7"
"06/04/2024","Supplemental","Service - Ride Time","1"
"06/04/2024","Supplemental","Service - No Shows","2"
"06/04/2024","Supplemental","Service - Late Pickup","1"
"06/04/2024","Supplemental","Driver","1"
"06/04/2024","Broker","Vehicles","1"
"06/04/2024","Broker","Service - Ride Time","14"
"06/04/2024","Broker","Service - No Shows","19"
"06/04/2024","Broker","Service - Late Pickup","10"
"06/04/2024","Broker","Driver","45"
"06/04/2024","Primary","Vehicles","2"
"06/04/2024","Primary","Service - Ride Time","7"
"06/04/2024","Primary","Service - Other","1"
"06/04/2024","Primary","Service - No Shows","26"
"06/04/2024","Primary","Service - Late Pickup","10"
"06/03/2024","Supplemental","Service - Ride Time","2"
"06/03/2024","Other/Unidentified Provider","Service - Other","1"
"06/03/2024","Other/Unidentified Provider","Service - Late Pickup","1"
"06/03/2024","Other/Unidentified Provider","Driver","4"
"06/03/2024","Non-Transportation","Travel Services (Same Day)","6"
"06/03/2024","Non-Transportation","Travel Planning (Res)","10"
"06/03/2024","Non-Transportation","Scheduling","3"
"06/03/2024","Non-Transportation","Policy","11"
"06/03/2024","Non-Transportation","IT/Technology","2"
"06/03/2024","Non-Transportation","Eligibility","4"
"06/03/2024","Non-Transportation","Customer","7"
"06/03/2024","Supplemental","Service - No Shows","7"
"06/03/2024","Supplemental","Service - Late Pickup","2"
"06/03/2024","Supplemental","Driver","4"
"06/03/2024","Broker","Vehicles","3"
"06/03/2024","Broker","Service - Ride Time","12"
"06/03/2024","Broker","Service - Other","2"
"06/03/2024","Broker","Service - No Shows","25"
"06/03/2024","Broker","Service - Late Pickup","12"
"06/03/2024","Broker","Driver","46"
"06/03/2024","Primary","Service - Ride Time","7"
"06/03/2024","Primary","Service - Other","5"
